-0.0051493,-0.11775,-0.53188,-0.13581,-0.030297,-1.0017,-0.3871,-1.3314,-0.30498,-0.43581,-0.093349,-0.10513,-0.89431,-0.16693,0.47963,0.070481,0.31183,0.067694,0.010505,0.20089,-0.012622,0.48473,0.20795,0.017566,0.20663,0.11921,1.5557,1.0432,0.44277,0.17117,0.12372,0.81063,1.0027,0.45998,0.33463,0.89609,0.67053,0.17586,0.53751,2.1994,0.71173,3.5059,0.3255,3.4579,2.641,3.7519,2.285,2.8241,3.189,2.4029
-0.0016597,-0.19117,-0.10258,-0.096242,-0.074934,-0.99201,-0.25003,-0.40248,-0.824,-0.077829,-0.062026,-0.047466,-0.14361,0.14366,0.44689,0.049155,0.1587,-0.011538,0.0015207,0.06969,0.0084613,0.22535,0.14679,0.078907,-0.14287,-0.032839,1.028,-0.13232,0.33738,0.088193,0.16647,1.0632,0.7636,0.074374,0.64259,1.1743,0.96267,0.073191,0.2563,2.4813,0.68871,3.5177,0.39687,3.2321,2.4245,2.4822,2.3471,2.2528,4.0533,1.9812
-0.0038605,-0.095776,-0.30734,-0.11933,-0.028709,-0.60145,-0.26533,0.32687,-0.16362,-0.11935,-0.087992,-0.023809,-0.51034,0.24103,0.2506,0.045911,-0.17814,0.063884,-0.0037867,0.11825,0.0070601,-0.068464,0.32654,-0.009837,0.054726,-0.0098545,-0.079563,0.96054,0.10094,0.068046,0.075716,-0.0048606,0.76498,0.1712,0.43379,0.34625,0.83706,-0.00099528,0.58905,2.5234,0.61376,3.5818,0.31546,3.107,3.0229,4.0034,2.3142,2.7891,3.2625,2.0613
-0.003754,-0.069015,0.15431,-0.021121,-0.047723,-0.151,-0.39438,-0.16018,-0.30574,-0.40141,-0.016788,-0.030683,-0.53791,0.18304,0.2191,0.0088865,0.42735,0.045101,0.016305,0.26255,0.035315,0.040807,0.18169,-0.0089305,-0.03865,-0.024023,0.70424,0.29621,0.087178,-0.026753,0.11025,0.20797,0.61002,0.28179,0.16155,0.6466,0.19256,0.05702,0.25496,2.0721,0.68023,3.287,0.32081,3.2837,2.6252,3.5104,2.0949,3.1601,3.4579,2.0585
0.0027088,-0.29885,-0.45553,-0.12306,-0.0014172,-0.051093,-0.574,-0.36608,-0.12463,-0.43893,0.017821,0.019946,-0.46453,0.076855,0.094345,0.10565,0.1473,0.10385,0.012197,0.083841,0.050755,0.16815,0.41919,0.05568,0.21537,0.1858,0.73152,0.22746,-0.11526,0.037177,0.038963,-0.35092,0.22929,0.18228,0.43048,0.22196,0.34335,0.025025,0.10737,2.1185,0.75319,2.5418,0.37166,2.6249,2.3697,3.2973,1.6347,2.257,3.3389,1.7257
-0.00012338,-0.22458,-0.031878,-0.13916,0.0035767,-0.44118,-0.10349,-0.32019,-0.21385,-0.12008,-0.013921,0.00098786,-0.028132,0.29224,0.37672,0.10296,0.17187,0.014221,0.010819,-0.075701,0.0027795,0.089589,0.32869,0.092076,-0.010885,-0.062793,0.48268,0.31404,-0.03819,-0.0010129,-0.045902,-0.23225,-0.19642,-0.069604,-0.30019,0.18579,-0.047478,-0.021116,-0.07413,1.8479,0.58865,3.3728,0.26494,3.4801,2.3744,2.9138,1.853,2.6379,3.145,1.4922
-0.0025602,-0.088905,-0.081085,0.019574,-0.06844,-0.23428,-0.046567,0.17242,-0.16881,-0.59606,0.01681,-0.0074685,-0.061776,0.50377,0.23853,0.061232,0.16802,0.10211,0.0097536,0.13366,0.030656,0.037261,-0.32765,0.05938,0.28329,0.1348,-0.10057,0.059886,0.067189,0.0011921,-0.034352,0.12782,-0.011254,0.034504,-0.015575,-0.3997,0.020034,0.0048709,0.4305,2.0656,0.54096,2.562,0.30445,2.344,2.4652,2.9723,1.8198,2.2037,3.4733,1.5528
0.0012404,-0.14866,-0.37827,-0.12593,-0.058604,-0.59122,0.12377,-0.14018,-0.22334,-0.12786,-0.038164,0.0017227,-0.30164,-0.027759,-0.026927,0.08433,0.20482,0.098175,0.0052129,0.17973,0.066031,0.15111,-0.0080675,-0.0038645,0.036143,0.16009,0.26953,0.38983,0.19696,-0.077943,0.038234,0.63419,-0.065542,0.033681,0.22058,-0.019273,0.29823,0.0025643,0.091962,1.9594,0.52482,2.3621,0.31605,2.4056,1.6364,2.2356,1.896,2.4528,3.6016,1.9897
-0.0034551,0.12752,-0.1876,0.027199,-0.021373,0.22845,0.11923,0.60135,-0.025303,0.017681,-0.0021062,-0.046405,-0.18567,0.37478,0.35837,0.014324,-0.051587,-0.0071252,-0.0034835,0.25755,-0.046192,-0.092933,0.29846,-0.05474,-0.041769,0.096565,1.3778,0.76662,0.236,0.10587,0.033813,0.076481,-0.022484,0.18909,0.52089,0.60437,0.44487,0.062946,0.44376,1.5423,0.45401,2.7262,0.27051,2.4492,2.065,2.9816,1.6934,1.983,2.5118,1.6534
-0.0056111,-0.15473,0.072513,-0.067951,0.022441,0.074635,-0.054072,-0.49792,-0.17447,-0.052388,-0.039825,0.041056,-0.51654,0.41517,-0.17582,-0.042721,0.48746,-0.034885,0.014353,0.073396,0.038646,0.17241,-0.029986,0.062213,0.27932,0.10951,0.43114,0.87472,0.25607,0.11771,0.063659,1.0858,0.4071,0.18351,0.40805,0.29301,0.37938,0.1112,0.22873,1.7464,0.5687,2.9922,0.20469,2.2156,2.3892,2.9372,1.7056,2.3192,3.0442,1.2145
