,Min,Max,Mean,Rms,Var,Std,Peak,P2p,CrestFactor,Skew,Kurtosis,FormFactor,PulseIndicator,Max_f,Sum_f,Mean_f,Var_f,Peak_f
88,-9608,22032,4121.090666666667,10294.109034847714,88985292.53844623,9433.201605947273,22032,31640,2.1402532191389336,0.3560882093573706,1.4878335991330478,2.497908895359023,5.3461575544079265,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
89,-13336,21996,3987.096,10320.883819001807,90623708.29211733,9519.648538266385,21996,35332,2.131212828837692,0.3600620613541127,1.5386632678522538,2.5885716870127546,5.516797187727609,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
90,-13428,18712,4699.088,10293.647416278967,83877749.09892267,9158.479628132754,18712,32140,1.8178201800858036,0.18925053832572114,1.4955698015207821,2.1905628105451456,3.982049282754441,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
91,-11276,19236,4252.608,10282.139584347218,87637719.630336,9361.501996492658,19236,30512,1.8708168511234264,0.24488625705836187,1.4806194784218754,2.4178432586185274,4.523341911598718,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
92,-12884,20300,3646.8053333333332,10370.324112967734,94244433.06877154,9707.957203694892,20300,33184,1.9575087315367075,0.4547413258950928,1.5434246322221004,2.8436736170638484,5.566515935043055,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
93,-9716,20052,5099.258666666667,10296.934463680602,80024420.39975822,8945.636947683392,20052,29768,1.9473757039755388,0.29370350776744136,1.4939384811453782,2.0193002820175825,3.932336308231994,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
94,-17740,21572,3630.170666666667,10417.582151215958,95347878.80820622,9764.62384366168,21572,39312,2.0707300107522624,0.472574340434232,1.5513476467421594,2.8697224201807843,5.942420337996964,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
95,-8284,19868,4181.541333333334,10357.66709280296,89795979.68295822,9476.074064872975,19868,28152,1.9181925642121969,0.47925639263538594,1.4940944294040095,2.4769974196443734,4.751358031934636,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
96,-13776,21476,2177.9893333333334,10336.872859944959,102107302.9865529,10104.81583140202,21476,35252,2.0776109265326066,0.5329840806955569,1.585418714519714,4.7460622059726765,9.860470697132278,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
97,-10988,19664,3113.136,10238.32580167936,95131699.46683735,9753.548045036603,19664,30652,1.9206265146177097,0.4691092088582832,1.5172528091827207,3.2887499298711527,6.31646031525767,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
98,-10608,21380,2985.704,10348.207710838948,98170974.45105065,9908.126687272961,21380,31988,2.0660582583403406,0.4837631714014418,1.553234235700866,3.465918828805182,7.160790218990227,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
99,-9936,20584,2875.8,10339.508085268531,98635201.80533333,9931.525653459963,20584,30520,1.9908103780418298,0.5976663266188307,1.5491084448976438,3.595350193083153,7.157660477084637,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
100,-12056,19776,3050.032,10325.466759812847,97312568.60697599,9864.713305868347,19776,31832,1.915264506682548,0.5163371135070537,1.5507019170869265,3.3853634190765365,6.483866398778766,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
