,Max,Mean,Rms,Var,Std,Peak,P2p,Skew,Modulo_Fourier,Classe
24,1.3503719699262922,-1.4599026625510976,0.9513820158391122,0.9736398812674888,0.9513623092643803,1.248787689965302,1.0696536374379342,1.096817837320931,-1.1378746977860552,2
25,0.885301772519604,0.23742856384237485,0.7929424820442569,0.7865470205262568,0.7929472979045779,0.525242499125701,0.4980524079344515,1.0808284310629606,0.4382327193003756,2
26,-0.04483862229377154,-0.022842288822275035,0.009368851035195204,-0.07497812529839824,0.009375828429704426,-0.43938152876412495,-0.07369516084949732,0.21849177520592333,-0.5388985076933175,2
27,-0.6648660825735924,1.2614765515801334,-0.7876544985742503,-0.8422354605253233,-0.7876435265074314,-1.4040055566539509,-0.9883156637672553,0.5767502609705352,0.4235730240064478,2
28,-0.6648660825735924,0.405286821315965,-1.0701958122647894,-1.0878181828745874,-1.0701808456299629,-1.8864719104433256,-1.4456259152261344,0.7476553759748173,-0.05219818876222212,2
29,1.19521629826587,-0.832880513500775,1.187647168799048,1.2607628294673912,1.18763916412341,1.0074001732261524,1.2982355935271397,0.6346526614328536,0.4156881333253394,2
30,1.3503719699262922,-0.0075279220681176845,0.6197944593202036,0.587023078410286,0.6197986491918897,1.248787689965302,0.9553626593933305,1.0782408600201376,-1.349940665445267,3
31,1.19521629826587,0.48159447932496474,0.42059270395939136,0.36390199703842385,0.42060021422454175,2.9366482290058036,2.4414380525341035,0.12468552937404602,-0.8380544199449523,3
32,0.26527431223978315,0.5276481420358949,-0.7807224651291296,-0.8360338716828057,-0.7807086681861635,-0.43938152876412495,-0.18798613889410012,1.004711638043997,0.6339966457192979,3
33,0.11031704936665068,0.7416901932438251,0.9922397568810959,1.0226281478141748,0.9922443809315011,0.28385498238655116,0.3836150906093817,0.22910682702307225,-0.6157719098451052,3
34,0.5751888379860493,1.077937016572104,0.9634527334542382,0.9881019619145142,0.9634564703427233,0.04277614533632635,0.4979060686539845,0.7177871843272956,-0.40095441007671595,3
35,0.11031704936665068,0.09949554960771398,0.4135683820289613,0.35615776879524425,0.41357432908665864,-0.6804603658143498,-0.3022771169387029,-0.0034156413576947064,0.27170256677061044,3
36,-0.19979588516690458,1.1696725390699596,-0.31082987133852014,-0.39643444971255903,-0.31082039072266204,-1.1629267196037252,-0.6452963903529791,0.6645768941028202,1.8132657693869754,3
37,0.5751888379860493,0.7112512749125047,-0.0014692385630420551,-0.08614620305184774,-0.0014594353802329294,0.04277614533632635,0.4979060686539845,0.15539071232265042,2.4151975002632087,3
38,-0.04483862229377154,-0.1602440162470971,-0.06762616973856685,-0.15389810983032806,-0.06762014298257145,0.04277614533632635,0.1548867952397091,0.13812528929837306,0.1412339319717283,3
39,0.885301772519604,1.5213237445971544,0.711168646009236,0.6916662153243646,0.7111702226706602,0.525242499125701,0.6123433859790544,1.1999180039197912,-0.7987894078330501,3
40,0.4202315751129162,1.5672795644333508,0.3558863426813845,0.29289768990693477,0.35588899115860584,-0.1983026917138993,0.3836150906093817,0.6332009020316368,-0.6433290733031388,3
41,0.5751888379860493,1.4142542867701984,1.9599775241217505,2.2667365252153133,1.9599742188803375,0.04277614533632635,0.2693241125647789,0.46786171336150684,-0.017856041440034533,3
42,0.5751888379860493,0.7262711346136967,0.5861278755774908,0.5488337842527127,0.5861346199188329,0.28385498238655116,0.726488024743191,0.11583626123105883,0.5794356748530787,3
43,0.885301772519604,1.1544100290394135,0.5376643421998873,0.4941986526648248,0.5376697755773224,0.525242499125701,0.9552163201128635,0.5635654168160444,-0.3441517745562761,3
44,0.26527431223978315,0.6192770158002843,0.6179203841949366,0.5848946965843735,0.6179270120139846,-0.43938152876412495,0.15503313452017528,0.9783209276367528,1.0910143161677681,3
