,Max,Mean,Rms,Var,Std,Peak,P2p,Skew,Modulo_Fourier,Classe
0,-1.4398508057265462,-0.5731566025059187,-1.2198201989068822,-1.2122835998113923,-1.2198159770144688,-1.6453930733931008,-1.6743542105958074,-0.8247430276763537,-2.996492297976434,1
1,-1.4398508057265462,-0.45084811693835125,-2.3402339649721413,-2.021049555532252,-2.3402246305448227,-2.1275507474935513,-1.9029361666850135,-0.7788386929808343,1.0910143161677681,1
2,-1.1297378711929909,-1.7504314242288044,-0.7631872566459239,-0.8203537590247576,-0.7632159194016686,-0.43938152876412495,-0.8738783464421855,-1.2810422442532103,-0.3441517745562761,1
3,-1.5948477503571368,-0.053291969869823014,-1.9469845033092519,-1.7619328368402545,-1.9469691487757361,-0.6804603658143498,-1.331217865757158,-1.888496353712543,0.5794356748530787,1
4,-1.4398508057265462,-1.7655931560983682,-0.6276761418083103,-0.6970898812252989,-0.6277049539614353,-0.1983026917138993,-0.9883156637672553,-1.6850297210634024,-0.017856041440034533,1
5,-1.2848935428534134,-0.2827100288429979,-2.002881258198515,-1.8003980327200868,-2.002869290471209,-1.4040055566539509,-1.4456259152261344,-1.0169477102599465,-0.6433290733031388,1
6,-1.2848935428534134,-1.780877191561352,-0.44970112805416235,-0.5303700186687278,-0.4497300252338065,-0.43938152876412495,-0.9883156637672553,-1.3479220092020117,-0.7987894078330501,1
7,-1.1297378711929909,-1.9490730069528055,-1.0053215912630855,-1.0326962659744243,-1.0053588045261583,-0.43938152876412495,-0.8738783464421855,-1.8559191702930302,0.1412339319717283,1
8,-1.5948477503571368,-1.092981119563374,-1.1564023075819942,-1.1600167477100933,-1.1564105789112544,-0.43938152876412495,-1.2169268877125552,-1.6128681263416564,2.4151975002632087,1
9,-0.9747806083198581,-0.29812713061563195,-0.06424861507201754,-0.15045929173699255,-0.0642441701120787,-0.1983026917138993,-0.6452963903529791,-0.894287253579012,1.8132657693869754,1
10,-0.5099088197004599,-0.6495337289559833,-0.02872384155462006,-0.11415895285051747,-0.02872463935457452,1.0074001732261524,0.2691777732843119,-0.9133756953057045,0.27170256677061044,1
11,-0.9747806083198581,-0.28274329542040844,-0.8044376606321543,-0.8572125035562455,-0.804429986105837,-0.43938152876412495,-0.7595873683975828,-0.8637250562269442,-0.40095441007671595,1
12,-0.5099088197004599,-0.420240908862475,-0.6667615160745225,-0.7329380375098239,-0.6667563774494647,-0.6804603658143498,-0.5310054123083764,-0.7552571079983156,-0.6157719098451052,1
13,-1.4398508057265462,-1.6280564055064082,-1.304149624466697,-1.280744587938793,-1.3041756866734293,-0.9218478825534996,-1.3313349371815315,-1.7147717408536731,0.6339966457192979,1
14,-1.1297378711929909,-0.8482604349810122,-1.0919769362452785,-1.10619092516759,-1.0919789614536386,0.28385498238655116,-0.5310054123083764,-1.8828918505042107,-0.8380544199449523,1
15,0.885301772519604,-0.7108489232687123,0.9142936214285976,0.9294651831149959,0.9142885050170763,0.525242499125701,1.0696536374379333,0.8531833608435135,-1.349940665445267,2
16,0.5751888379860493,0.7262437386087713,0.6805489533360444,0.6564434036793207,0.6805552087426464,0.04277614533632635,0.2693241125647789,0.9458530202116424,0.4156881333253394,2
17,0.4202315751129162,1.4602717476174762,-0.4072768141394828,-0.4897845559510742,-0.4072696291055119,-0.1983026917138993,-0.18798613889410012,1.275658139184293,-0.05219818876222212,2
18,0.885301772519604,0.7110643950217524,0.6987427072661213,0.677355804550998,0.69874888330538,1.248787689965302,1.4126729108522096,0.7405822193442267,0.4235730240064478,2
19,1.8152437585456902,0.16058081316480902,1.2747818602039807,1.3691006751047814,1.2747838789092583,1.9720242011159774,1.6411085276609483,0.47123193194468044,-0.5388985076933175,2
20,1.3503719699262922,-0.11442713329303238,1.2938684758157841,1.3930022024958708,1.293868601308528,1.248787689965302,1.0696536374379342,0.9263874596619515,0.4382327193003756,2
21,1.3503719699262922,1.6133694290079361,1.1079444097844469,1.1628363230280865,1.1079432439068095,1.248787689965302,0.9553626593933305,0.8266739134532607,-1.1378746977860552,2
22,0.7301461008591817,-0.7259636905584059,1.0581935452668954,1.1022566381026482,1.0581876663013758,0.525242499125701,0.9552163201128635,0.6568275740165996,0.012724963909443693,2
23,0.26527431223978315,-0.5272653589670566,0.7501741732853059,0.7367734759351605,0.7501723172939002,0.04277614533632635,0.3836150906093817,0.19660928147117027,0.012724963909443693,2
